
25.0, 33.0
30.0, 9.0
29.0, 16.0
26.0, 27.0
27.0, 21.0
28.0, 17.0

25.0, 33.0
31.0, 9.0
26.0, 27.0
27.0, 21.0
29.0, 14.0
28.0, 17.0
30.0, 10.0

25.0, 26.0
29.0, 9.0
28.0, 15.0
26.0, 20.0
27.0, 16.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
31.0, 9.0
26.0, 27.0
27.0, 21.0
29.0, 14.0
28.0, 17.0
30.0, 10.0

25.0, 33.0
32.0, 9.0
30.0, 11.0
26.0, 27.0
27.0, 21.0
29.0, 16.0
28.0, 17.0

25.0, 33.0
30.0, 9.0
26.0, 26.0
27.0, 20.0
29.0, 13.0
28.0, 16.0

25.0, 33.0
30.0, 9.0
26.0, 26.0
27.0, 20.0
29.0, 13.0
28.0, 16.0

25.0, 33.0
29.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 16.0

25.0, 33.0
31.0, 9.0
26.0, 27.0
27.0, 21.0
29.0, 14.0
28.0, 17.0
30.0, 10.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
29.0, 9.0
28.0, 17.0
26.0, 27.0
27.0, 21.0

25.0, 33.0
29.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
28.0, 15.0
26.0, 27.0
27.0, 21.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
31.0, 10.0
26.0, 27.0
27.0, 21.0
30.0, 15.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
29.0, 9.0
26.0, 25.0
27.0, 19.0
28.0, 13.0

25.0, 33.0
31.0, 9.0
26.0, 27.0
27.0, 21.0
29.0, 14.0
28.0, 17.0
30.0, 10.0

25.0, 33.0
31.0, 9.0
26.0, 26.0
27.0, 20.0
29.0, 15.0
30.0, 10.0
28.0, 16.0

25.0, 33.0
29.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0

25.0, 33.0
29.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0

25.0, 33.0
31.0, 9.0
26.0, 27.0
27.0, 21.0
29.0, 14.0
30.0, 10.0
28.0, 17.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
29.0, 9.0
28.0, 17.0
26.0, 27.0
27.0, 21.0

25.0, 33.0
30.0, 15.0
26.0, 27.0
27.0, 21.0
28.0, 17.0
29.0, 16.0

25.0, 33.0
31.0, 9.0
26.0, 27.0
27.0, 21.0
29.0, 14.0
28.0, 17.0
30.0, 10.0
